ID,O_time,O_geo_X,O_geo_Y,O_geo_type,O_box_X,O_box_Y,O_place_name,O_tweet_text,O_tweet_url
sleepyguy007,Sun Apr 21 21:51:24 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@hillelogram The other thing that matter is not hiring garbage developers which seems to be the vast majority of developers these days.,
Bsimplyspeaking,Sun Apr 21 21:46:14 +0000 2019,,,,,,,Just posted a photo https://t.co/IkwypbXaGS,https://www.instagram.com/bridgettespeaks/p/BwiH4Wtgqf-/?utm_source=ig_twitter_share&igshid=d1fs2zk7gnjy
chrismclean01,Sun Apr 21 21:45:05 +0000 2019,33.9213,-118.406,Point,33.9166485,-118.400264,El Segundo,"My beautiful friend, #bietsimkin has written a #book about meditation for the real world, and today during a moment… https://t.co/rsqjY212xw",https://twitter.com/i/web/status/1120081043229425664
urboifrend,Fri Apr 19 15:13:42 +0000 2019,,,,,,,@selectionyu ya kalo minta ktp kan gpp udh cukup umur,
urboifrend,Fri Apr 19 15:12:38 +0000 2019,,,,,,,"@sweetfantasy25 muka w kan masih polos, ntar dikiranya w mau ngewe padahal emang iya! WKWKWKWKW",
uhhleahh,Fri Apr 19 05:07:12 +0000 2019,,,,33.9166485,-118.400264,El Segundo,How is it already 10pm ?!,
6633north,Fri Apr 19 05:04:14 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@GunsAndFamily @lexforchange Grow the f up Pablo honey,
lauradabosss,Fri Apr 19 05:03:56 +0000 2019,,,,33.93823585,-118.357262,Lennox,🗣🗣🗣 https://t.co/hQACzAhqTa,https://twitter.com/chrisgqperry1/status/1118247261987905536
SCardenas126,Fri Apr 19 05:02:11 +0000 2019,33.942916,-118.408649,Point,34.0207895,-118.4119065,Los Angeles,"And I’m off again! Here we go, nothing like a getaway to reset the mind, body and soul! #lovinglife @ Lax Internati… https://t.co/2XVdwmbb6C",https://twitter.com/i/web/status/1119103879705063424
_gandoo_,Thu Apr 18 22:29:05 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@_aikinaet Get off my Twitter omg,
VishaKugan,Mon Apr 22 04:43:09 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"I'm at Los Angeles International Airport - @flylaxairport in Los Angeles, CA https://t.co/n1E1zxkg7b",https://www.swarmapp.com/c/44PlwkJNgkw
saraacormier,Mon Apr 22 04:37:53 +0000 2019,33.9213,-118.406,Point,33.9166485,-118.400264,El Segundo,So thankful for my second family to spend Easter with 💗🐰😊 I am a lucky girl! Happy Easter everyone! #easter2019 @ E… https://t.co/UrY7tHoalJ,https://twitter.com/i/web/status/1120184927545327616
nick_james,Mon Apr 22 04:21:51 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@KCHeineman Should’ve gone with. salt and pepper. It sounds cooler.,
uhhleahh,Mon Apr 22 04:20:54 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@karleeks It’s def an experience, to say the least lol
Get one!",
RealAClifton,Mon Apr 22 04:20:07 +0000 2019,,,,33.945647,-118.404618,Los Angeles International Airport (Lax),"LAX ✈️ DET ✈️ San Fran ✈️ LAX 

... w/ just one carry on 💃🏼My favorite too, thanks to @solesociety 👝!!! More 🏀… https://t.co/5Mol3bANbl",https://twitter.com/i/web/status/1120180458665332736
unpianistique,Mon Apr 22 04:04:44 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"Landed! 🛬 (@ Los Angeles International Airport - @flylaxairport in Los Angeles, CA) https://t.co/YNNZSzr3gg",https://www.swarmapp.com/c/bzkUwuxUxcN
2greedyJ,Mon Apr 22 04:02:09 +0000 2019,,,,,,,nobody want UR BUSTA MA,
G87__,Mon Apr 22 03:54:26 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"I'm at Los Angeles International Airport - @flylaxairport in Los Angeles, CA https://t.co/AGwRBJUGnI",https://www.swarmapp.com/c/5zMnH1BC0pi
urboifrend,Sun Apr 21 14:41:18 +0000 2019,,,,,,,@electrichaple @rainbowmnfs APAAN LAGI INI MBLAEUM MBLAEUM MONANG😭,
urboifrend,Sun Apr 21 14:38:13 +0000 2019,,,,,,,"@sugaybaby kenapa main alter? karena lebih bebas aja mengeluarkan pendapat, secara disini awalnya ga kenal siapa2 t… https://t.co/73bmV5ciZN",https://twitter.com/i/web/status/1119973620304896001
Tifani_Roze,Sun Apr 21 14:33:27 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Because that smile is what I wake up for everyday 🥰😏😘 https://t.co/5bKVGtuQTp,https://twitter.com/Tifani_Roze/status/1119972417655324672/video/1
JWatari,Sun Apr 21 14:33:20 +0000 2019,33.91914061,-118.4163298,Point,33.9166485,-118.400264,El Segundo,"I'm at Wendy's Place in El Segundo, CA https://t.co/aiFbKIOrah",https://www.swarmapp.com/c/9uaJyCII0OW
Tifani_Roze,Sun Apr 21 14:32:26 +0000 2019,,,,33.9166485,-118.400264,El Segundo,💯 https://t.co/kZXHTPpgh9,https://twitter.com/kweenshayla/status/1119971442462846981
_streata,Sat Apr 20 04:23:39 +0000 2019,33.9431176,-118.4096253,Point,34.0207895,-118.4119065,Los Angeles,G&amp;T in the Qantas lounge. Hoping to pass out on the plane! @ Qantas International First Lounge - Los Angeles https://t.co/eOMEBIikIj,https://www.instagram.com/p/BwdrwuyFhpw_QwpdTm21tbB5uPwjGTFu-NXncE0/?utm_source=ig_twitter_share&igshid=1clop561bt3v5
urboifrend,Sat Apr 20 04:21:16 +0000 2019,,,,,,,ngodenya keras ya @imyournto,
KissBreGoodbye,Sat Apr 20 04:19:44 +0000 2019,,,,33.92715216,-118.4342481,Dockweiler Beach RV Park,"Sittin by the fire , drinkin peach crown with my pumpkin❤",
urboifrend,Sat Apr 20 04:19:10 +0000 2019,,,,,,,@univrs__ kenapa kak?:(,
urboifrend,Sat Apr 20 04:18:45 +0000 2019,,,,,,,@plastiqueetiara yaampun becanda doang seyyeng:( tega bgt km unfriend aq blm jg ktmu ajg,
urboifrend,Sat Apr 20 04:18:08 +0000 2019,,,,,,,"@reifanfep soothing gel, dupes nya natrep.",
HairTni,Sat Apr 20 04:15:30 +0000 2019,,,,33.9166485,-118.400264,El Segundo,#didsomeonesayfree https://t.co/0KQ7fKmyVX,https://twitter.com/HairTni/status/1119454519408988160/photo/1
tmj_lax_adv,Sat Apr 20 21:22:30 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"Don't be shy. Score a job like ""Principal, Advanced Marketing Analytics"" at AT&amp;T by asking for referrals. It's a gr… https://t.co/Lq2QBDicUN",https://twitter.com/i/web/status/1119712973348454400
tmj_lax_eng,Sat Apr 20 21:17:41 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"Don't submit then quit. Apply for jobs like ""Entry Level Systems Engineer"" at SAIC, then look for people you might… https://t.co/MdLZkRZykk",https://twitter.com/i/web/status/1119711760158736384
wannatango,Sat Apr 20 21:16:43 +0000 2019,33.959554,-118.436584,Point,34.0207895,-118.4119065,Los Angeles,Can bunnies Tango? Only at Milonga LAX 😀🐰🐥🐣💐 #milongalax #tangodance #milonga #tangoinla #party #easter #dance… https://t.co/cEnubMYEs0,https://twitter.com/i/web/status/1119711517459435520
TheJetStrip,Sat Apr 20 21:13:52 +0000 2019,,,,33.93823585,-118.357262,Lennox,"Ally Bartender, Alona, Chloe,Dianna,Kiva,Riley,Sophie,Teddie and Tiffany.",
_prettyboynate,Sat Apr 20 21:11:21 +0000 2019,,,,33.93823585,-118.357262,Lennox,@AcTiVeZzZz @1llest_Steez Yo you a whole lie 😂 https://t.co/w5m8w5HOiE,https://twitter.com/_prettyboynate/status/1119710167652687872/photo/1
Adriana_Lacy,Sat Apr 20 18:02:21 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"happy birthday to the symbol of our best, @NittanyLion! https://t.co/bTnPleXMPt",https://twitter.com/Adriana_Lacy/status/1119662604232744961/photo/1
urboifrend,Sat Apr 20 17:58:48 +0000 2019,,,,,,,@rainbowmnfs @urboifrend @urboifrend @urboifrend,
urboifrend,Sat Apr 20 17:50:35 +0000 2019,,,,,,,@sugaybaby @rainbowmnfs kan motto ku nakal dikit gpp kan? wkwk,
adamxes,Sat Apr 20 17:48:53 +0000 2019,,,,33.9166485,-118.400264,El Segundo,all my homies smoke so if y’all pass me some shit ima hit today! &amp; today only lol 💚🖖🏾🦋,
jeffgordonla,Sat Apr 20 17:47:41 +0000 2019,,,,33.95967788,-118.4189316,LA Fitness,Day 58 of 94 - morning workout https://t.co/GmXj8PM94y,https://twitter.com/jeffgordonla/status/1119658911806550016/photo/1
urboifrend,Sat Apr 20 17:45:54 +0000 2019,,,,,,,"@rainbowmnfs belum, mau bantuin?",
TheSiteRep,Sat Apr 20 17:43:04 +0000 2019,33.942916,-118.408649,Point,34.0207895,-118.4119065,Los Angeles,Here we go! LA 2 San Diego and then to... @ Lax International Airport Los Angeles California https://t.co/su2VUU3aH4,https://www.instagram.com/p/BwfHQB4lGG1/?utm_source=ig_twitter_share&igshid=z5014ak7c48s
6633north,Sat Apr 20 17:39:32 +0000 2019,,,,33.9166485,-118.400264,El Segundo,This is the 820th day of POTUSPOS's term. This is the 245th day he has spent at a Trump property. #MAGA #MakeAmericaSmartAgain,
DougFriedman23,Sat Apr 20 17:35:23 +0000 2019,,,,33.92162207,-118.3881783,Toyota Sports Center,Cali Prospects Showcase recruiting some future Thunder players #rollthunder https://t.co/9I8RuqQYJ8,https://twitter.com/DougFriedman23/status/1119655818347995136/photo/1
urboifrend,Sat Apr 20 17:34:06 +0000 2019,,,,,,,@rainbowmnfs leggo leggo! try me! wkwk,
urboifrend,Sat Apr 20 17:33:05 +0000 2019,,,,,,,@rainbowmnfs haluuu,
_jennyferg,Sat Apr 20 17:28:28 +0000 2019,,,,,,,RT @2greedyJ: 🤑 https://t.co/G3LCgYhgio,https://twitter.com/2greedyJ/status/1119442620336365569/photo/1
urboifrend,Sat Apr 20 17:25:57 +0000 2019,,,,,,,@rainbowmnfs Yukk,
kingjellyjaay,Sat Apr 20 17:23:27 +0000 2019,,,,33.93623922,-118.4395695,Dockweiler State Beach,♥  H A P P Y  420  B I T C H E S ☽ https://t.co/gvL8iGVA8N,https://twitter.com/kingjellyjaay/status/1119652811661144069/photo/1
Davey64,Fri Apr 19 19:15:32 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@GametimeUnited Cant she just whip out a tittie , that should get his attention right ?",
HairTni,Sat Apr 20 04:15:20 +0000 2019,,,,33.9166485,-118.400264,El Segundo,https://t.co/c9Z0e6560J  #joinmyteam #didsomeonesayfree #teamRFhairTni,http://Hairtniskincare.Myrandf.Biz
HairTni,Sat Apr 20 04:14:36 +0000 2019,,,,33.9166485,-118.400264,El Segundo,#didsomeonesayfree https://t.co/SsyUwdxuhN,https://twitter.com/HairTni/status/1119454291704475648/photo/1
HairTni,Sat Apr 20 04:14:24 +0000 2019,,,,33.9166485,-118.400264,El Segundo,#didsomeonesayfree https://t.co/2mjFJZZIin,https://twitter.com/HairTni/status/1119454243373473793/photo/1
HairTni,Sat Apr 20 04:14:12 +0000 2019,,,,33.9166485,-118.400264,El Segundo,#didsomeonesayfree https://t.co/hRQuthpPWe,https://twitter.com/HairTni/status/1119454191221522432/photo/1
urboifrend,Sat Apr 20 00:55:58 +0000 2019,,,,,,,maen yuk! https://t.co/IBdXOE1hLV,https://curiouscat.me/urboifrend?t=1555721757
tmj_lax_cstsrv,Sat Apr 20 00:53:27 +0000 2019,33.9516114,-118.3875775,Point,34.0207895,-118.4119065,Los Angeles,"Follett Corporation is hiring in #LosAngeles, CA! Read about our latest #CustomerService job opening via the link i… https://t.co/ZJmWdsdZSC",https://twitter.com/i/web/status/1119403672016867333
tmj_CA_hr,Sat Apr 20 00:49:57 +0000 2019,33.9516114,-118.3875775,Point,34.0207895,-118.4119065,Los Angeles,"Interested in a job in #LosAngeles, CA? This could be a great fit. Click the link in our bio to apply: RECRUITER (F… https://t.co/tIf1gHDlsG",https://twitter.com/i/web/status/1119402792202805248
zimmermanstan,Fri Apr 19 19:48:27 +0000 2019,33.9586176,-118.4193004,Point,34.0207895,-118.4119065,Los Angeles,Hmmm. What could me &amp; @bridgetmcmanus being cooking up?  Maybe something for @tellofilms ?Might be a hint in my att… https://t.co/ylLLutkF2w,https://twitter.com/i/web/status/1119326916505481217
aj_mada,Fri Apr 19 19:44:16 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@TravisAllen02 @MadaGeetha It doesn't ""literally"" say it. It ""implies"" it. So who's really the stupid one in this instance?",
kojisaitojp,Fri Apr 19 19:41:02 +0000 2019,33.94386513,-118.4083386,Point,34.0207895,-118.4119065,Los Angeles,LAX Tom Bradley International Terminal - ANA Deskに写真を投稿しましたhttps://t.co/ner6KfI7ga,https://www.instagram.com/p/Bwcv9hThzeG/?utm_source=ig_twitter_share&igshid=1xjvs3mt6wwy9
Hair_Magnifique,Fri Apr 19 19:40:27 +0000 2019,,,,,,,"Come get some inches love ⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣… https://t.co/LfIBJm5oAF",https://twitter.com/i/web/status/1119324902354575360
Hair_Magnifique,Fri Apr 19 19:40:15 +0000 2019,,,,,,,"Get these lashes and slay girl ⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
.… https://t.co/J1Vz8SV2mY",https://twitter.com/i/web/status/1119324853289361409
quistalktoem,Fri Apr 19 19:38:00 +0000 2019,,,,33.9166485,-118.400264,El Segundo,👀 https://t.co/w5C5BL033P,https://twitter.com/_loveshewrote/status/1119044902279532544
erka_pizano,Fri Apr 19 19:35:52 +0000 2019,,,,33.9166485,-118.400264,El Segundo,p glad I don't have to paint eyebrows on my face... but I also wish my brows were thicker like my 🍑,
saruhschwartz,Fri Apr 19 19:35:38 +0000 2019,,,,33.94346675,-118.4087174,Tom Bradley International Terminal (TBIT),Unreal ok bye https://t.co/vFVHdb2b6Z,https://twitter.com/saruhschwartz/status/1119323691207102464/photo/1
zackcourts,Fri Apr 19 19:35:24 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"Awesome stuff from behind the curtain, and super interesting to hear them chat about tires and mistakes on track... https://t.co/PY3I1Hqy0F",https://twitter.com/motogp/status/1119285255020666886
MAYORCOOLEY,Fri Apr 19 19:34:52 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Write On! https://t.co/v9rHWQhcyq,https://twitter.com/kima_jones/status/1119319857772679168
Exile_in_LA,Fri Apr 19 19:34:29 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@realDonaldTrump @JesseBWatters Mueller has taken the Ruby slippers so you can tweet all you want, but you’re melting away.",
LakersTeamShop,Fri Apr 19 19:31:08 +0000 2019,,,,33.925857,-118.383548,Los Angeles Lakers Team Shop,Kobe Bryant #8 swingman jerseys are now available at the Lakers Team Shop! https://t.co/NckjP8J8bl,https://twitter.com/LakersTeamShop/status/1119322558573137920/photo/1
martinpagh,Fri Apr 19 19:29:14 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@Daszoeb @Odense_Boldklub Åh, hvor godt. Ovenpå #HomoGate er det bare fedt, at klubbernes social teams går forrest… https://t.co/xqdTqIdESw",https://twitter.com/i/web/status/1119322079201910785
marquesharper,Sat Apr 20 03:53:20 +0000 2019,33.930454,-118.3825,Point,33.9166485,-118.400264,El Segundo,"Hey, @Busyphilipps25! #latimes #image #coverstory @ Los Angeles Times https://t.co/Ck2JoZJ6f4",https://www.instagram.com/p/BwdoAAwld_u/?utm_source=ig_twitter_share&igshid=kuwvpkfrev8y
urboifrend,Sat Apr 20 03:52:31 +0000 2019,,,,,,,"@salimsalamsapa ga libur, cuma agak ngaret dikit wkwkw",
urboifrend,Sat Apr 20 03:51:06 +0000 2019,,,,,,,@rainbowmnfs kalo menurut gue sih iya WKWKWKWKW,
KevinHz19,Sat Apr 20 03:50:22 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,Onboard now. Will #Tweet once i land.,
urboifrend,Sat Apr 20 03:49:27 +0000 2019,,,,,,,@themainlight_ you too yash 💕,
urboifrend,Sat Apr 20 03:43:02 +0000 2019,,,,,,,@themainlight_ bukan kok,
MelendezTMZ,Sat Apr 20 03:37:25 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Ok. I’m off the ledge.,
MelendezTMZ,Sat Apr 20 03:36:27 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@SGVNSports 🤣🤣🤣 Bingo.,
urboifrend,Sat Apr 20 03:35:54 +0000 2019,,,,,,,@salimsalamsapa yaampun aku kalo belum mandi masih berasa pagi 😌,
MelendezTMZ,Sat Apr 20 03:35:41 +0000 2019,,,,33.9166485,-118.400264,El Segundo,CUT. JOE. KELLY!!!! 😡😡😡,
sevas_g,Sat Apr 20 03:31:37 +0000 2019,,,,,,,RT @2greedyJ: 🤑 https://t.co/G3LCgYhgio,https://twitter.com/2greedyJ/status/1119442620336365569/photo/1
Apoccc,Sat Apr 20 03:31:36 +0000 2019,,,,33.945909,-118.379599,Westin LAX Lindberg Room,BO3 champs nostalgia has hit me. https://t.co/rEwaJ6cRL8,https://twitter.com/Apoccc/status/1119443470383554560/photo/1
tuckerdalebooth,Fri Apr 19 01:45:33 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@BipolarBattle @CollHoopsHumor @ColeWrightNFL @JulieNoted_PFG @CTSportsRadio @Cane_Ice @delvin_cox @jandersbooks… https://t.co/uJEbT4D9cA,https://twitter.com/i/web/status/1119054395193217024
tuckerdalebooth,Fri Apr 19 01:45:09 +0000 2019,,,,33.9166485,-118.400264,El Segundo,On My Way https://t.co/BG7N8DAUjp,https://twitter.com/tuckerdalebooth/status/1118948242006298624
nerdpins,Fri Apr 19 01:38:58 +0000 2019,33.92908,-118.405589,Point,33.9166485,-118.400264,El Segundo,"Im sorry Your Grace, but the elephants are still stuck in the room. 🐘 👑 @ King's Landing https://t.co/8zg6IvpyNl",https://www.instagram.com/p/Bwa0HqVAggT/?utm_source=ig_twitter_share&igshid=1nagw2d1b8173
dricacrf,Fri Apr 19 01:38:18 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"Deve ser pecado, mas eu ri… https://t.co/cAC4y28oPO",https://twitter.com/alssst/status/1119034610657255424
6633north,Fri Apr 19 01:37:41 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@GunsAndFamily @lexforchange Hey Pablo honey! Stop hiding behind your God and guns!,
6633north,Fri Apr 19 01:36:23 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@GreyGoose vodka almost killed me.  10 years sober this June.  But thanks for the inspirational words... https://t.co/hx8fDgnCIL,https://twitter.com/greygoose/status/1118197732760530954
1nicedudedc,Fri Apr 19 01:36:06 +0000 2019,33.9576736,-118.379756,Point,34.0207895,-118.4119065,Los Angeles,"Dropping off rental car (at @Enterprise Rent-A-Car in Los Angeles, CA) https://t.co/ogN5AfhEWQ",https://www.swarmapp.com/c/2u25KFvBkrE
YUNGBASEDCHINKS,Fri Apr 19 01:35:02 +0000 2019,,,,33.94061054,-118.4043326,Ford's Filling Station,@ my fav bar doing my fav thing before a flight 😌,
MSP_Legend,Fri Apr 19 01:33:41 +0000 2019,33.945383,-118.443271,Point,34.0207895,-118.4119065,Los Angeles,"Ocean ride (@ Top Of The Sea Serpent in Los Angeles, CA) https://t.co/3llR5wn1MG",https://www.swarmapp.com/c/16OMAT8nnFo
airlinevideos,Fri Apr 19 01:32:19 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,@British_Airways We ❤️ @British_Airways ! ✈️,
elaineewing,Sun Apr 21 21:17:15 +0000 2019,33.95972,-118.39972,Point,34.0207895,-118.4119065,Los Angeles,She loved Easter. She loved food. And she loved this white bean soup over crusty  Italian bread! This one's for you… https://t.co/mupPugG1px,https://twitter.com/i/web/status/1120074039563706369
israelcampbell,Sun Apr 21 21:09:30 +0000 2019,33.942916,-118.408649,Point,34.0207895,-118.4119065,Los Angeles,The face you make.... when you barely make your flight ✈️ after an incredible Easter Weekend.... loving seeing peop… https://t.co/s8RusOkXws,https://twitter.com/i/web/status/1120072088784703495
attCAREERS,Fri Apr 19 16:46:56 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"If you're looking for work in #ElSegundo, CA, check out this job: https://t.co/uHREjfXRkZ #Engineering",http://bit.ly/2Xl9mbE
YaYa_KSM,Fri Apr 19 16:45:24 +0000 2019,,,,33.94389398,-118.4050226,Los Angeles International Airport (LAX),"I’m on my way, Home Sweet Home https://t.co/ahDTehUxkf",https://twitter.com/YaYa_KSM/status/1119280849260691461/photo/1
AlsoMemo,Fri Apr 19 16:44:50 +0000 2019,,,,33.94090336,-118.4067714,Terminal 4,If it could not be packed at the airport right now that would be fucking fantastic.,
Kathryngood4u,Fri Apr 19 16:43:37 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@realDonaldTrump Are your pants wet?,
libationblog,Fri Apr 19 16:41:34 +0000 2019,33.94510586,-118.4072251,Point,34.0207895,-118.4119065,Los Angeles,"Ok it’s wayyyyyy to early to get in to political debate at a bar in LAX.. (@ Terminal 3 in Los Angeles, CA) https://t.co/2MFWE00wgZ",https://www.swarmapp.com/c/dfohzeahA9x
SBMCNRA,Fri Apr 19 16:41:17 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@RealJamesWoods Oh good, punk rockers is not on the list.  *whew*",
luchaotaku,Fri Apr 19 16:40:53 +0000 2019,,,,33.9166485,-118.400264,El Segundo,@Musetap Nice thumb,
JimLukowitsch,Fri Apr 19 16:40:01 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@jimmy_dore @aaronjmate @miserablelib @RonPlacone Jimmy, more on why the Russia hack accusation is false https://t.co/VrQbJvULCx",https://consortiumnews.com/2019/04/16/vips-fault-mueller-probe-criticize-refusal-to-interview-assange/
libationblog,Fri Apr 19 16:32:36 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"No geography #2ndhome (@ Los Angeles International Airport - @flylaxairport in Los Angeles, CA) https://t.co/O5rAHufQDz",https://www.swarmapp.com/c/3Pvte2vccfT
robotomomi,Fri Apr 19 16:32:30 +0000 2019,33.94350236,-118.4094214,Point,34.0207895,-118.4119065,Los Angeles,"I'm at Tom Bradley International Terminal (TBIT) - @flylaxairport in Los Angeles, CA https://t.co/T7MsSuC4jB",https://www.swarmapp.com/c/1JgXIqPh5Wf
elleselauner,Fri Apr 19 16:29:35 +0000 2019,,,,33.94572746,-118.4039927,Terminal 2,It's getting to the point where if I am traveling with #teampixel gear I am stopped and asked about the phone. It's… https://t.co/kVNFvotvpR,https://twitter.com/i/web/status/1119276870728441856
aj_mada,Fri Apr 19 16:20:15 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Hey @USCmoves and @lbtransit - can you all work out some sort of agreement for direct buses between Long Beach and… https://t.co/8GdHgUrymh,https://twitter.com/i/web/status/1119274522408996865
tmj_ca_banking,Fri Apr 19 21:42:57 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"City National Bank is hiring in #ElSegundo, CA! Click the link in our bio to apply: Mgr, Loan Administration - Priv… https://t.co/EyFTSvls20",https://twitter.com/i/web/status/1119355731868704768
AguilasBorrego,Fri Apr 19 21:42:47 +0000 2019,,,,33.94673246,-118.3889392,Airport Center Express,@Mariazelzel Cuahutemo Blanco y es Neettaaa. https://t.co/1Wq5O6FEw2,https://twitter.com/AguilasBorrego/status/1119355689866948608/photo/1
KyleCartieri,Fri Apr 19 21:37:25 +0000 2019,33.9586176,-118.4193004,Point,34.0207895,-118.4119065,Los Angeles,#flexfriday #bodybuildingmotivation #gymmotivation #beastmode #stankface 😀😂🤣 Have a safe and enjoyable holiday week… https://t.co/4srzfqs93s,https://twitter.com/i/web/status/1119354337036316672
JessicaHuszar,Fri Apr 19 21:35:21 +0000 2019,33.95972,-118.39972,Point,34.0207895,-118.4119065,Los Angeles,"Sammy has been on a cleaning spree last night and today. Probably something to do with the full moon, idk.  

Very… https://t.co/OgPAUo6gLV",https://twitter.com/i/web/status/1119353818750173184
tmj_lax_cstsrv,Fri Apr 19 21:31:37 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,Can you recommend anyone for this job? Principal-Storage and VMWare Infrastructure Services -… https://t.co/ghlvZPdim7,https://twitter.com/i/web/status/1119352878324256768
tmj_cao_aero,Fri Apr 19 21:29:33 +0000 2019,33.9201384,-118.3785046,Point,33.9158045,-118.3699205,Del Aire,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Senior Sp… https://t.co/ZzbD1Xqy6w",https://twitter.com/i/web/status/1119352359904104448
DavidBinney,Fri Apr 19 21:28:07 +0000 2019,33.94601,-118.39345,Point,34.0207895,-118.4119065,Los Angeles,Tonight! w kavehrastegar @timlefebvre samfirstbar Going to be a lot of fun. Come hang! @ Sam First https://t.co/GwjW9HGlqt,https://www.instagram.com/p/Bwc8NwiD_ym/?utm_source=ig_twitter_share&igshid=bbreemo5k199
MelissaQ007,Fri Apr 19 21:22:39 +0000 2019,33.9213,-118.406,Point,33.9166485,-118.400264,El Segundo,"It is finished... #lastwordsofjesus @ El Segundo, California https://t.co/cPMbHSxdye",https://www.instagram.com/p/Bwc7luZlwd6/?utm_source=ig_twitter_share&igshid=ze1y5vxnrzr6
jakedimare,Fri Apr 19 12:59:41 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"LAX》SLC (@ Los Angeles International Airport - @flylaxairport in Los Angeles, CA) https://t.co/GRtGOu3qq7",https://www.swarmapp.com/c/9yagja8rvOf
c0diac,Fri Apr 19 12:59:05 +0000 2019,,,,33.94389398,-118.4050226,Los Angeles International Airport (LAX),"The 5am look, thanks for the photo @seanseaevans safe travels brotha. https://t.co/zMVSVsFgWz",https://twitter.com/c0diac/status/1119223895846875136/photo/1
urboifrend,Fri Apr 19 12:57:40 +0000 2019,,,,,,,@skublaka gaskeun,
SuzanneBorders,Fri Apr 19 12:46:11 +0000 2019,,,,33.94389398,-118.4050226,Los Angeles International Airport (LAX),"Hong Kong, here I come! ✈️ Short trip, see you on Tuesday LA. #travel https://t.co/sLvEuFqqlz",https://twitter.com/SuzanneBorders/status/1119220647941378048/photo/1
urboifrend,Fri Apr 19 12:40:41 +0000 2019,,,,,,,@rainbowmnfs NGAKAKK 😭,
elite_simms52,Sun Apr 21 18:19:44 +0000 2019,,,,33.93823585,-118.357262,Lennox,👀👀👀👀 https://t.co/0oV9gDt2Bl,https://twitter.com/justnhouston/status/1120018916099497984
tmj_lax_itpm1,Sun Apr 21 18:18:17 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"See our latest #ElSegundo, CA #ProjectMgmt job opportunity and click the link in our bio to apply: Launch Certifica… https://t.co/gRmxNZwEnd",https://twitter.com/i/web/status/1120029000099700736
tmj_lax_itpm1,Thu Apr 18 23:42:40 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"We're hiring! Click to apply: Launch Environmental Engineer (VAFB) - https://t.co/64IeotBjBa #ProjectMgmt #ElSegundo, CA",http://bit.ly/2ZuvVwC
